repyr,reg_status,appr_trade_code,appr_trade_name,comp_vol,gender,total_reg,mean_age,sd_age,total_NA,total_cont,total_comp,total_disc,mean_reg_dur,mean_date_reg
2012,Already registered (beginning of report period),421A,Heavy Duty Equipment Technician,Voluntary,Male,1639,27.1559086312235,7.31183648243025,0,1494,92,53,4.238864325892,20081005
2012,Already registered (beginning of report period),421C,Turf Equipment Technician,Voluntary,Male,11,30.2191780821918,9.18915480116873,0,9,0,2,5.41245330012453,20070804
2012,Already registered (beginning of report period),423A,Baker,Voluntary,Female,106,24.7977772034117,6.37481825498612,0,96,1,9,4.86495218402688,20080220
2012,Already registered (beginning of report period),423A,Baker,Voluntary,Male,56,26.0815557729941,8.06259403292403,0,52,0,4,5.60288649706458,20070526
2012,Already registered (beginning of report period),423C,Baker-Patissier,Voluntary,Female,323,27.1770982654057,7.64228336573184,0,307,6,10,4.63431867339582,20080514
2012,Already registered (beginning of report period),423C,Baker-Patissier,Voluntary,Male,114,29.2853160298005,9.74546217139699,0,101,2,11,5.74001441961067,20070406
2012,Already registered (beginning of report period),424A,Architectural Glass and Metal Technician,Voluntary,Female,9,32.9266362252664,4.11184887131203,0,7,1,1,4.89162861491629,20080210
2012,Already registered (beginning of report period),424A,Architectural Glass and Metal Technician,Voluntary,Male,689,32.7523311529515,9.06760508989371,0,485,22,182,5.47472413861662,20070712
2012,Already registered (beginning of report period),425A,Agricultural Equipment Technician,Voluntary,Female,3,x,x,x,x,x,x,x,x
2012,Already registered (beginning of report period),425A,Agricultural Equipment Technician,Voluntary,Male,389,25.1362186146424,5.85169692686196,0,335,36,18,4.40741627636722,20080805
2012,Already registered (beginning of report period),426A,Construction Millwright,Voluntary,Female,8,31.1253424657534,8.0384138921166,0,8,0,0,3.45650684931507,20090718
2012,Already registered (beginning of report period),426A,Construction Millwright,Voluntary,Male,423,31.4990446581819,7.62691438720881,0,354,59,10,5.63053855370964,20070516
2012,Already registered (beginning of report period),427A,Sprinkler and Fire Protection Installer,Voluntary,Female,2,x,x,x,x,x,x,x,x
2012,Already registered (beginning of report period),427A,Sprinkler and Fire Protection Installer,Voluntary,Male,412,30.7197233674691,7.60379101448828,0,358,51,3,4.39335682936561,20080810
2012,Already registered (beginning of report period),428A,Construction Boilermaker,Voluntary,Female,6,29.0867579908676,4.21550335139955,0,5,1,0,2.92100456621005,20100129
2012,Already registered (beginning of report period),428A,Construction Boilermaker,Voluntary,Male,332,29.7026737085328,6.54371629811805,0,225,107,0,4.21510975408483,20081014
2012,Already registered (beginning of report period),429A,General Machinist,Voluntary,Female,82,30.8116605412629,8.71119800963103,0,68,3,11,6.21516872702974,20061015
2012,Already registered (beginning of report period),429A,General Machinist,Voluntary,Male,2668,30.0050666447598,7.93835805524561,0,2321,127,220,6.615824279641,20060522
2012,Already registered (beginning of report period),430A,Tool and Die Maker,Voluntary,Female,38,33.1910598413843,10.598593846873,0,34,2,2,7.37808219178082,20050817
2012,Already registered (beginning of report period),430A,Tool and Die Maker,Voluntary,Male,1476,31.3564632290159,7.78579140754759,0,1308,51,117,7.76267772951702,20050329
2012,Already registered (beginning of report period),430M,Machine Tool Builder and Integrator,Voluntary,Female,2,x,x,x,x,x,x,x,x
2012,Already registered (beginning of report period),430M,Machine Tool Builder and Integrator,Voluntary,Male,80,32.1213356164384,7.09682268398397,0,68,1,11,7.03756849315069,20051219
2012,Already registered (beginning of report period),431A,Mould Maker,Voluntary,Female,8,31.3414383561644,4.60313178311144,0,8,0,0,8.9513698630137,20040120
2012,Already registered (beginning of report period),431A,Mould Maker,Voluntary,Male,537,31.0431774699625,8.04563846408473,0,403,4,130,8.94117497002627,20040124
2012,Already registered (beginning of report period),433A,Industrial Mechanic Millwright,Voluntary,Female,88,33.4435554171856,10.5597857668135,0,84,1,3,5.70286425902864,20070420
2012,Already registered (beginning of report period),433A,Industrial Mechanic Millwright,Voluntary,Male,4421,31.9093188487078,9.53938167247741,0,3859,405,157,5.40826069847211,20070805
2012,Already registered (beginning of report period),434A,Powerline Technician,Voluntary,Female,15,30.3178082191781,8.14971514893739,0,13,1,1,5.42520547945206,20070730
2012,Already registered (beginning of report period),434A,Powerline Technician,Voluntary,Male,1322,29.344815866371,7.64468556943221,0,1146,145,31,4.49558369427808,20080704
2012,Already registered (beginning of report period),435A,Small Engine Technician,Voluntary,Female,6,29.4123287671233,11.8577480483599,0,5,0,1,7.80730593607306,20050313
2012,Already registered (beginning of report period),435A,Small Engine Technician,Voluntary,Male,345,27.5240182648402,9.25472965221648,0,287,20,38,5.35780027794322,20070824
2012,Already registered (beginning of report period),435B,Marine Engine Technician,Voluntary,Female,8,25.2876712328767,3.9330392426001,0,8,0,0,3.91095890410959,20090202
2012,Already registered (beginning of report period),435B,Marine Engine Technician,Voluntary,Male,257,29.3878791109216,8.5454562599669,0,224,21,12,4.94210329939769,20080123
2012,Already registered (beginning of report period),437A,Metal Fabricator (Fitter),Voluntary,Female,27,27.5552511415525,7.70205890593579,0,26,0,1,4.1453069507864,20081108
2012,Already registered (beginning of report period),437A,Metal Fabricator (Fitter),Voluntary,Male,632,28.3432070400555,7.7318672359491,0,579,18,35,4.70979712155367,20080416
2012,Already registered (beginning of report period),438A,Cabinetmaker,Voluntary,Female,55,29.6028891656289,8.87728318717029,0,48,2,5,5.90565379825654,20070205
2012,Already registered (beginning of report period),438A,Cabinetmaker,Voluntary,Male,785,27.8976040485123,7.5972719711175,0,731,11,43,5.62348835180176,20070519
2012,Already registered (beginning of report period),441B,Horticulturist Landscaper Greenskeeper,Voluntary,Female,1,x,x,x,x,x,x,x,x
2012,Already registered (beginning of report period),441C,Horticultural Technician,Voluntary,Female,268,36.1769167859333,11.285134030646,0,243,17,8,4.29569617665099,20080915
2012,Already registered (beginning of report period),441C,Horticultural Technician,Voluntary,Male,770,29.2774132716598,7.71455429320459,0,688,27,55,4.88994840775663,20080211
2012,Already registered (beginning of report period),442A,Industrial Electrician,Voluntary,Female,99,29.7637747336377,8.56160823525665,0,89,2,8,4.64134495641345,20080511
2012,Already registered (beginning of report period),442A,Industrial Electrician,Voluntary,Male,2605,31.7461772671101,9.8147150852428,0,2381,144,80,4.92174269713144,20080130
2012,Already registered (beginning of report period),443A,Pattern Maker,Voluntary,Female,2,x,x,x,x,x,x,x,x
2012,Already registered (beginning of report period),443A,Pattern Maker,Voluntary,Male,24,32.1155251141553,9.29405831064358,0,20,0,4,6.33424657534247,20060902
2012,Already registered (beginning of report period),444A,Arborist,Voluntary,Female,34,35.2536663980661,9.54105931995761,0,29,4,1,7.20894439967768,20051017
2012,Already registered (beginning of report period),444A,Arborist,Voluntary,Male,382,31.794269525927,8.66933405194532,0,349,30,3,5.29613426091946,20070915
2012,Already registered (beginning of report period),444B,Utility Arborist,Voluntary,Female,14,28.5452054794521,3.17305750820453,0,8,5,1,3.1812133072407,20091026
2012,Already registered (beginning of report period),444B,Utility Arborist,Voluntary,Male,249,30.1093799856962,6.35565793489106,0,191,44,14,3.09354678989932,20091127
2012,Already registered (beginning of report period),445A,Appliance Service Technician,Voluntary,Male,45,30.4069406392694,7.82791062278214,0,40,1,4,5.61010654490107,20070524
2012,Already registered (beginning of report period),446A,Electric Motor System Technician,Voluntary,Female,2,x,x,x,x,x,x,x,x
2012,Already registered (beginning of report period),446A,Electric Motor System Technician,Voluntary,Male,41,32.2347477447377,7.39932643491167,0,38,0,3,4.95436017373872,20080118
2012,Already registered (beginning of report period),447A,Instrumentation and Control Technician,Voluntary,Female,37,30.2658274713069,7.7946796143147,0,31,6,0,3.9605331358756,20090115
2012,Already registered (beginning of report period),447A,Instrumentation and Control Technician,Voluntary,Male,323,31.0567369269265,8.9312907481664,0,291,31,1,3.90821493702023,20090203
2012,Already registered (beginning of report period),448A,Floor Covering Installer,Voluntary,Female,2,x,x,x,x,x,x,x,x
2012,Already registered (beginning of report period),448A,Floor Covering Installer,Voluntary,Male,280,30.3687181996086,8.16386419616896,0,271,2,7,4.03725048923679,20081218
2012,Already registered (beginning of report period),449A,Roofer,Voluntary,Female,6,35.8333333333333,12.2058366156763,0,6,0,0,4.52191780821918,20080624
2012,Already registered (beginning of report period),449A,Roofer,Voluntary,Male,184,32.8842763549732,8.55658764685499,0,171,5,8,4.85187611673615,20080225
2012,Already registered (beginning of report period),450A,Construction Craft Worker,Voluntary,Female,47,28.9776741474789,8.28720390058051,0,46,0,1,3.75085980763626,20090401
2012,Already registered (beginning of report period),450A,Construction Craft Worker,Voluntary,Male,2094,29.5556658947286,8.5604962634676,0,1976,75,43,4.39049992803967,20080811
2012,Already registered (beginning of report period),451A,"Drywall, Acoustic and Lathing Applicator",Voluntary,Female,10,31.4180821917808,10.3965419845216,0,9,0,1,4.49095890410959,20080705
2012,Already registered (beginning of report period),451A,"Drywall, Acoustic and Lathing Applicator",Voluntary,Male,1241,30.7071186515514,7.53960475600636,0,1146,43,52,4.35019703509101,20080826
2012,Already registered (beginning of report period),452A,"Reinforcing Rodworker, Br. 3",Voluntary,Female,2,x,x,x,x,x,x,x,x
2012,Already registered (beginning of report period),452A,"Reinforcing Rodworker, Br. 3",Voluntary,Male,451,32.3230811286942,7.85363715393852,0,410,24,17,4.62545333049844,20080517
2012,Already registered (beginning of report period),453A,Drywall Finisher and Plasterer,Voluntary,Female,8,39.3832191780822,10.3011114425574,0,5,0,3,6.39691780821918,20060810
2012,Already registered (beginning of report period),453A,Drywall Finisher and Plasterer,Voluntary,Male,393,33.0496845480846,8.53530012942147,0,320,9,64,5.6135661751891,20070523
2012,Already registered (beginning of report period),455A,Exterior Insulated Finishing Systems Mechanic,Voluntary,Female,2,x,x,x,x,x,x,x,x
2012,Already registered (beginning of report period),455A,Exterior Insulated Finishing Systems Mechanic,Voluntary,Male,99,38.2090770720908,9.3859850203468,0,35,2,62,6.19191919191919,20061023
2012,Already registered (beginning of report period),456A,Welder,Voluntary,Female,84,26.8679712981083,8.2267343763321,0,81,0,3,3.79288975864318,20090317
2012,Already registered (beginning of report period),456A,Welder,Voluntary,Male,1610,26.3596324342721,7.4754752466759,0,1433,67,110,4.19281885476049,20081022
2012,Already registered (beginning of report period),600H,Horse Groom,Voluntary,Female,131,31.1244797657639,10.9720484033432,0,114,5,12,5.61947087733975,20070520
2012,Already registered (beginning of report period),600H,Horse Groom,Voluntary,Male,20,37.922602739726,13.6899025947051,0,20,0,0,5.78890410958904,20070320
2012,Already registered (beginning of report period),600P,Blacksmith,Voluntary,Male,5,x,x,x,x,x,x,x,x
2012,Already registered (beginning of report period),602C,Tool and Cutter Grinder,Voluntary,Male,1,x,x,x,x,x,x,x,x
2012,Already registered (beginning of report period),605B,Water Well Driller,Voluntary,Female,1,x,x,x,x,x,x,x,x
2012,Already registered (beginning of report period),605B,Water Well Driller,Voluntary,Male,28,30.5267123287671,7.04448471594329,0,27,0,1,4.79207436399217,20080317
2012,Already registered (beginning of report period),606G,Gemsetter/Goldsmith,Voluntary,Female,1,x,x,x,x,x,x,x,x
2012,Already registered (beginning of report period),606G,Gemsetter/Goldsmith,Voluntary,Male,2,x,x,x,x,x,x,x,x
2012,Already registered (beginning of report period),606W,"Hardware, Lumber and Building Materials Retailer",Voluntary,Female,20,41.3057534246575,10.7499447213915,0,14,0,6,5.93753424657534,20070124
2012,Already registered (beginning of report period),606W,"Hardware, Lumber and Building Materials Retailer",Voluntary,Male,47,34.6823666569513,10.6691271061443,0,43,0,4,5.49519090644127,20070705
2012,Already registered (beginning of report period),609C,Packaging Machine Mechanic,Voluntary,Female,5,x,x,x,x,x,x,x,x
2012,Already registered (beginning of report period),609C,Packaging Machine Mechanic,Voluntary,Male,30,45.234703196347,7.71362936309922,0,30,0,0,9.43561643835617,20030728
2012,Already registered (beginning of report period),610C,Aircraft Maintenance Engineer,Voluntary,Female,14,25.7052837573386,5.22460097500203,0,12,1,1,4.17416829745597,20081029
2012,Already registered (beginning of report period),610C,Aircraft Maintenance Engineer,Voluntary,Male,180,29.3061643835616,7.85755042151005,0,170,1,9,4.32969558599696,20080902
2012,Already registered (beginning of report period),611B,Saw Filer/Fitter,Voluntary,Male,11,40.4490660024907,7.98287973456409,0,11,0,0,7.13100871731009,20051115
2012,Already registered (beginning of report period),614A,Draftperson - Mechanical,Voluntary,Female,2,x,x,x,x,x,x,x,x
2012,Already registered (beginning of report period),614A,Draftperson - Mechanical,Voluntary,Male,4,x,x,x,x,x,x,x,x
2012,Already registered (beginning of report period),614B,Draftperson - Plastic Mould Design,Voluntary,Female,3,x,x,x,x,x,x,x,x
2012,Already registered (beginning of report period),614B,Draftperson - Plastic Mould Design,Voluntary,Male,17,36.6572119258662,5.66212895799625,0,13,0,4,11.6850926672039,20010427
2012,Already registered (beginning of report period),614C,Draftperson - Tooling and Die Design,Voluntary,Female,1,x,x,x,x,x,x,x,x
2012,Already registered (beginning of report period),614C,Draftperson - Tooling and Die Design,Voluntary,Male,7,37.3275929549902,4.62830361615109,0,5,0,2,12.1542074363992,20001107
2012,Already registered (beginning of report period),617A,Electrical Control (Machine) Builder,Voluntary,Female,1,x,x,x,x,x,x,x,x
2012,Already registered (beginning of report period),617A,Electrical Control (Machine) Builder,Voluntary,Male,10,31.5501369863014,5.86039825587993,0,7,0,3,10.4917808219178,20020707
2012,Already registered (beginning of report period),620A,Child and Youth Worker,Voluntary,Female,936,35.3593051164969,12.4566913748769,0,842,39,55,5.69733637747336,20070422
2012,Already registered (beginning of report period),620A,Child and Youth Worker,Voluntary,Male,307,35.932060149034,10.9795254965957,0,282,8,17,5.86340636294677,20070220
2012,Already registered (beginning of report period),620B,Aboriginal Child Development Practitioner,Voluntary,Female,2,x,x,x,x,x,x,x,x
2012,Already registered (beginning of report period),620C,Child Development Practitioner,Voluntary,Female,5630,33.8176841285676,11.2248158592531,0,4806,364,460,4.5288323316869,20080621
2012,Already registered (beginning of report period),620C,Child Development Practitioner,Voluntary,Male,395,34.9181619559563,11.3605106262258,0,359,18,18,4.67323738512225,20080430
2012,Already registered (beginning of report period),620D,Developmental Services Worker,Voluntary,Female,1017,40.7898816018103,10.3457130270125,0,922,85,10,2.96129901267494,20100115
2012,Already registered (beginning of report period),620D,Developmental Services Worker,Voluntary,Male,335,39.7168677162135,10.3875470298721,0,321,13,1,2.77196483336741,20100325
2012,Already registered (beginning of report period),620E,Educational Assistant,Voluntary,Female,647,35.5441299146747,12.1646111384744,0,486,34,127,5.45490038322288,20070719
2012,Already registered (beginning of report period),620E,Educational Assistant,Voluntary,Male,99,33.864397398644,11.4792587896145,0,75,9,15,4.97196623771966,20080112
2012,Already registered (beginning of report period),620G,Child Development Practitioner - Inclusion Practices,Voluntary,Female,86,43.6755017521504,10.1452802153188,0,75,8,3,6.22863969417012,20061010
2012,Already registered (beginning of report period),620G,Child Development Practitioner - Inclusion Practices,Voluntary,Male,3,x,x,x,x,x,x,x,x
2012,Already registered (beginning of report period),630A,Micro-Electronics Manufacturer,Voluntary,Female,177,42.9712715734076,9.61015441186739,0,176,0,1,4.8620230632304,20080221
2012,Already registered (beginning of report period),630A,Micro-Electronics Manufacturer,Voluntary,Male,139,42.2045924903912,9.31257270291534,0,139,0,0,6.17855523800138,20061028
2012,Already registered (beginning of report period),630B,Surface Mount Assembler,Voluntary,Female,3,x,x,x,x,x,x,x,x
2012,Already registered (beginning of report period),630B,Surface Mount Assembler,Voluntary,Male,1,x,x,x,x,x,x,x,x
2012,Already registered (beginning of report period),630T,Tool/Tooling Maker,Voluntary,Female,2,x,x,x,x,x,x,x,x
2012,Already registered (beginning of report period),630T,Tool/Tooling Maker,Voluntary,Male,78,28.9681419037583,5.82168594381531,0,52,3,23,6.02413066385669,20061224
2012,Already registered (beginning of report period),631A,Network Cabling Specialist,Voluntary,Female,6,33.1251141552511,8.62623415410753,0,6,0,0,3.60867579908676,20090523
2012,Already registered (beginning of report period),631A,Network Cabling Specialist,Voluntary,Male,416,38.9093256059009,10.0787026100733,0,410,0,6,9.80304267650158,20030315
2012,Already registered (beginning of report period),634A,Information Technology Contact Centre Technical Support Agent,Voluntary,Female,1170,34.4827678257815,10.7416229597605,0,853,92,225,4.21291652031378,20081015
2012,Already registered (beginning of report period),634A,Information Technology Contact Centre Technical Support Agent,Voluntary,Male,3295,34.7352518344524,9.72510454624281,0,2665,167,463,4.87393934354668,20080217
2012,Already registered (beginning of report period),634B,Information Technology Hardware Technician,Voluntary,Female,17,31.4172441579371,11.2824573493558,0,14,0,3,6.35374697824335,20060825
2012,Already registered (beginning of report period),634B,Information Technology Hardware Technician,Voluntary,Male,292,32.1186057421655,11.3825842722261,0,267,0,25,7.15731844623757,20051105
2012,Already registered (beginning of report period),634C,Information Technology Network Technician,Voluntary,Female,5,x,x,x,x,x,x,x,x
2012,Already registered (beginning of report period),634C,Information Technology Network Technician,Voluntary,Male,48,29.8485159817352,9.81333166914172,0,34,0,14,6.32180365296804,20060906
2012,Already registered (beginning of report period),634D,Information Technology Contact Centre Sales Agent,Voluntary,Female,2147,34.4857673338395,12.0781801419239,0,1742,171,234,3.77566403583209,20090323
2012,Already registered (beginning of report period),634D,Information Technology Contact Centre Sales Agent,Voluntary,Male,1639,32.0814278669754,10.3027936842413,0,1446,72,121,3.90090181951909,20090206
2012,Already registered (beginning of report period),634E,Information Technology Contact Centre Customer Service Agent,Voluntary,Female,5989,36.0856300477817,11.8851100075277,0,4918,787,284,2.75259391075419,20100401
2012,Already registered (beginning of report period),634E,Information Technology Contact Centre Customer Service Agent,Voluntary,Male,4295,33.6638876042547,10.6265497973244,0,3774,301,220,2.56779944822747,20100607
2012,Already registered (beginning of report period),636A,Heavy Equipment Operator: Tractor Loader Backhoe,Voluntary,Female,11,31.9023661270237,11.5181328416858,0,10,0,1,3.82689912826899,20090305
2012,Already registered (beginning of report period),636A,Heavy Equipment Operator: Tractor Loader Backhoe,Voluntary,Male,336,28.0039709719504,8.3027075733164,0,282,9,45,4.38786692759296,20080812
2012,Already registered (beginning of report period),636B,Heavy Equipment Operator: Excavator,Voluntary,Female,4,x,x,x,x,x,x,x,x
2012,Already registered (beginning of report period),636B,Heavy Equipment Operator: Excavator,Voluntary,Male,288,28.5080669710807,8.67548263869497,0,251,15,22,4.15627853881278,20081104
2012,Already registered (beginning of report period),636C,Heavy Equipment Operator: Dozer,Voluntary,Female,6,32.6493150684932,10.8425816935796,0,4,1,1,3.55342465753425,20090613
2012,Already registered (beginning of report period),636C,Heavy Equipment Operator: Dozer,Voluntary,Male,249,27.8440776805854,8.42675313538128,0,224,13,12,4.07256422952082,20081205
2012,Already registered (beginning of report period),636E,Elevating Devices Mechanic,Voluntary,Female,11,34.3001245330012,6.23192024738804,0,11,0,0,3.39078455790785,20090811
2012,Already registered (beginning of report period),636E,Elevating Devices Mechanic,Voluntary,Male,653,32.7763116490801,8.0947709795128,0,562,90,1,3.73737649205983,20090406
2012,Already registered (beginning of report period),636G,Gas Technician,Voluntary,Male,1,x,x,x,x,x,x,x,x
2012,Already registered (beginning of report period),637C,Concrete Pump Operator,Voluntary,Male,21,27.4070450097847,4.5505634130088,0,15,6,0,2.29484670580561,20100915
2012,Already registered (beginning of report period),638A,Tractor Trailer Commercial Driver,Voluntary,Female,26,49.2278187565859,9.64536353687944,0,23,3,0,2.8809272918862,20100213
2012,Already registered (beginning of report period),638A,Tractor Trailer Commercial Driver,Voluntary,Male,645,46.9637719018796,11.7356510883552,0,501,127,17,2.59920144419667,20100527
2012,Already registered (beginning of report period),640D,Agriculture - Dairy Herdsperson,Voluntary,Female,3,x,x,x,x,x,x,x,x
2012,Already registered (beginning of report period),640D,Agriculture - Dairy Herdsperson,Voluntary,Male,61,23.7636649449809,2.99534949075219,0,50,5,6,4.92571300247024,20080129
2012,Already registered (beginning of report period),640F,Agriculture - Fruit Grower,Voluntary,Male,3,x,x,x,x,x,x,x,x
2012,Already registered (beginning of report period),640S,Agriculture - Swine Herdsperson,Voluntary,Female,5,x,x,x,x,x,x,x,x
2012,Already registered (beginning of report period),640S,Agriculture - Swine Herdsperson,Voluntary,Male,13,28.5418335089568,5.95066728827642,0,11,0,2,8.13804004214963,20041112
2012,Already registered (beginning of report period),670C,CNC Programmer,Voluntary,Female,1,x,x,x,x,x,x,x,x
2012,Already registered (beginning of report period),670C,CNC Programmer,Voluntary,Male,42,34.4357469015003,7.37256719162326,0,32,10,0,4.0808871493803,20081202
2012,Already registered (beginning of report period),670D,Die Designer,Voluntary,Male,2,x,x,x,x,x,x,x,x
2012,Already registered (beginning of report period),690H,Recreation Vehicle Technician,Voluntary,Female,2,x,x,x,x,x,x,x,x
2012,Already registered (beginning of report period),690H,Recreation Vehicle Technician,Voluntary,Male,62,39.4686257180734,12.4318600533197,0,54,1,7,5.84958020327,20070225
2012,Already registered (beginning of report period),800A,Water Meter Installer,Compulsary,Female,30,33.4687671232877,10.9848935884554,0,28,1,1,5.10205479452055,20071125
2012,Already registered (beginning of report period),800A,Water Meter Installer,Compulsary,Male,1889,33.7574740567235,11.4015968761752,0,1631,187,71,4.5364192035193,20080619
2012,New registration (during report period),207S,Light Rail Overhead Contact Systems Lineperson,Voluntary,Male,39,34.4085001756235,8.48279215273429,0,39,0,0,0.141622760800843,20121109
2012,New registration (during report period),211W,Wooden Boat Rebuilder/Repairer,Voluntary,Male,2,x,x,x,x,x,x,x,x
2012,New registration (during report period),225F,Thin Film Technician,Voluntary,Female,1,x,x,x,x,x,x,x,x
2012,New registration (during report period),240P,Parts Technician,Voluntary,Female,23,33.818820726623,9.42515693108917,0,23,0,0,0.643597379392496,20120510
2012,New registration (during report period),240P,Parts Technician,Voluntary,Male,101,33.1562457615625,9.93131984674541,0,100,0,1,0.549328631493286,20120613
2012,New registration (during report period),241A,"Terrazzo, Tile and Marble Setter",Voluntary,Female,2,x,x,x,x,x,x,x,x
2012,New registration (during report period),241A,"Terrazzo, Tile and Marble Setter",Voluntary,Male,25,33.0348493150685,10.8228077352141,0,25,0,0,0.631232876712329,20120514
2012,New registration (during report period),244G,Cement (Concrete ) Finisher,Voluntary,Male,30,32.0485844748858,10.2528484439689,0,30,0,0,0.577077625570776,20120603
2012,New registration (during report period),245R,Retail Meat Cutter,Voluntary,Male,21,26.1636007827789,11.1330029825026,0,21,0,0,0.417351598173516,20120731
2012,New registration (during report period),246F,"Process Operator: Refinery, Chemical and Liquid Processes",Voluntary,Female,3,x,x,x,x,x,x,x,x
2012,New registration (during report period),246F,"Process Operator: Refinery, Chemical and Liquid Processes",Voluntary,Male,56,28.0641389432485,7.63605672425165,0,53,3,0,0.630381604696673,20120514
2012,New registration (during report period),246R,Process Operator: Power,Voluntary,Female,3,x,x,x,x,x,x,x,x
2012,New registration (during report period),246R,Process Operator: Power,Voluntary,Male,29,32.4697213037317,10.4916028858047,0,25,4,0,0.567595654227681,20120606
2012,New registration (during report period),246T,Process Operator: Food Manufacturing,Voluntary,Female,2,x,x,x,x,x,x,x,x
2012,New registration (during report period),246T,Process Operator: Food Manufacturing,Voluntary,Male,5,x,x,x,x,x,x,x,x
2012,New registration (during report period),253A,Heat and Frost Insulator,Voluntary,Male,69,29.0818741314274,7.83934747638358,0,68,1,0,0.58856462179869,20120530
2012,New registration (during report period),253H,Hazardous Materials Worker,Voluntary,Female,6,30.2684931506849,7.81908842140759,0,6,0,0,0.625570776255708,20120516
2012,New registration (during report period),253H,Hazardous Materials Worker,Voluntary,Male,96,31.6872146118721,9.96479133185493,0,90,2,4,0.617437214611872,20120519
2012,New registration (during report period),255B,Facilities Technician,Voluntary,Male,34,37.4267526188558,10.834648103695,0,34,0,0,0.481708299758259,20120708
2012,New registration (during report period),255W,Facilities Mechanic,Voluntary,Male,2,x,x,x,x,x,x,x,x
2012,New registration (during report period),259L,Locksmith,Voluntary,Female,1,x,x,x,x,x,x,x,x
2012,New registration (during report period),263F,Pump Systems Installer,Voluntary,Male,3,x,x,x,x,x,x,x,x
2012,New registration (during report period),268R,Railway Car Technician,Voluntary,Female,1,x,x,x,x,x,x,x,x
2012,New registration (during report period),268R,Railway Car Technician,Voluntary,Male,79,29.8538581584879,8.14007105884381,0,79,0,0,0.323807872377319,20120903
2012,New registration (during report period),269E,Entertainment Industry Power Technician,Voluntary,Male,1,x,x,x,x,x,x,x,x
2012,New registration (during report period),274L,Automotive Glass Technician,Voluntary,Male,6,34.8036529680365,14.5826762543086,0,6,0,0,0.707305936073059,20120416
2012,New registration (during report period),277Z,Hydraulic/Pneumatic Mechanic,Voluntary,Male,2,x,x,x,x,x,x,x,x
2012,New registration (during report period),278B,Surface Blaster,Voluntary,Male,1,x,x,x,x,x,x,x,x
2012,New registration (during report period),282E,Powered Lift Truck Technician,Voluntary,Female,1,x,x,x,x,x,x,x,x
2012,New registration (during report period),282E,Powered Lift Truck Technician,Voluntary,Male,19,25.918817591925,5.92935532848868,0,19,0,0,0.528622927180966,20120621
2012,New registration (during report period),288R,Relay and Instrumentation Technician,Voluntary,Male,3,x,x,x,x,x,x,x,x
2012,New registration (during report period),289F,Electrician (Signal Maintenance) (TTC),Voluntary,Male,26,37.3994731296101,7.32124129352235,0,13,13,0,0.52086406743941,20120623
2012,New registration (during report period),295A,Tire Wheel and Rim Mechanic,Voluntary,Male,5,x,x,x,x,x,x,x,x
2012,New registration (during report period),297B,Special Events Coordinator,Voluntary,Female,8,32.2469178082192,11.0641597412712,0,8,0,0,0.58013698630137,20120602
2012,New registration (during report period),297C,Bicycle Mechanic,Voluntary,Male,2,x,x,x,x,x,x,x,x
2012,New registration (during report period),306A,Plumber,Compulsary,Female,19,25.121268925739,8.07141271467474,0,19,0,0,0.49127613554434,20120704
2012,New registration (during report period),306A,Plumber,Compulsary,Male,930,24.6820798350272,6.37665716788547,0,916,0,14,0.508127853881279,20120628
2012,New registration (during report period),307A,Steamfitter,Compulsary,Female,2,x,x,x,x,x,x,x,x
2012,New registration (during report period),307A,Steamfitter,Compulsary,Male,182,27.2674845702243,7.06706929881748,0,181,0,1,0.492352852626825,20120704
2012,New registration (during report period),308A,Sheet Metal Worker,Compulsary,Female,3,x,x,x,x,x,x,x,x
2012,New registration (during report period),308A,Sheet Metal Worker,Compulsary,Male,452,27.21388047036,7.18966286586236,0,444,0,8,0.483531337131774,20120707
2012,New registration (during report period),308R,Residential (Low-Rise) Sheet Metal Installer,Compulsary,Male,36,27.336301369863,7.4394335785786,0,34,0,2,0.554870624048706,20120611
2012,New registration (during report period),309A,Electrician: Construction and Maintenance,Compulsary,Female,44,24.6635740971357,6.8461448561261,0,44,0,0,0.520174346201743,20120624
2012,New registration (during report period),309A,Electrician: Construction and Maintenance,Compulsary,Male,2001,25.2123267133557,7.09644403305195,0,1973,2,26,0.510759688648826,20120627
2012,New registration (during report period),309C,Electrician: Domestic and Rural,Compulsary,Male,31,26.3637649138312,10.6408926124059,0,31,0,0,0.547945205479452,20120614
2012,New registration (during report period),310B,Auto Body and Collision Damage Repairer Br. 1,Compulsary,Female,5,x,x,x,x,x,x,x,x
2012,New registration (during report period),310B,Auto Body and Collision Damage Repairer Br. 1,Compulsary,Male,193,23.3959968769962,7.08676139628602,0,190,0,3,0.493150684931507,20120704
2012,New registration (during report period),310D,Transmission Technician,Compulsary,Male,3,x,x,x,x,x,x,x,x
2012,New registration (during report period),310E,Alignment and Brakes Technician,Compulsary,Male,2,x,x,x,x,x,x,x,x
2012,New registration (during report period),310G,Motorcycle Technician,Compulsary,Female,4,x,x,x,x,x,x,x,x
2012,New registration (during report period),310G,Motorcycle Technician,Compulsary,Male,61,25.5821244105098,8.91880690220634,0,60,0,1,0.548978216932405,20120613
2012,New registration (during report period),310J,Truck Trailer Service Technician,Compulsary,Female,1,x,x,x,x,x,x,x,x
2012,New registration (during report period),310J,Truck Trailer Service Technician,Compulsary,Male,57,28.4679163662581,7.94072830424816,0,54,0,3,0.561211247296323,20120609
